Name,District,Description,Region,Category,Eestimated_time_to_visit,Foreign_Adult,Foreign_Child,Local_Adult,Local_Child,Student,Free_Entry,Latitude,Longitude,Main Image,Thumbnail_Image,Gallery_Image 1,Gallery_Image 2,Gallery_Image 3
Kalutara Puppetry Art Center,Kalutara,"Dedicated to preserving Sri Lankan puppet art, this center offers performances and educational tours. A great spot for families and cultural lovers.",Western,Cultural,1,500,250,100,50,50,No,6.28258331,80.03458471,,,,,
Kosgoda Turtle Hatchery,Kalutara,A conservation center for sea turtles where visitors can see baby turtles and learn about rescue and release efforts. Popular with families and eco-tourists.,Western,Wildlife,1,1000,500,200,100,100,No,6.355008833,80.01848093,,,,,
Handunugoda Tea Plantation,Kalutara,"A unique coastal tea estate known for its Virgin White Tea. Offers guided tours, tastings, and insight into artisanal tea production.",Western,Cultural/Nature,2,1500,750,500,250,250,No,6.012460021,80.36396678,,,,,
Nachchimale Stream / Madakada Aranya Senasanaya,Kalutara,"A tranquil retreat with a bubbling stream and forest monastery, ideal for mindfulness and walks.",Western,Religious/Nature,2,0,0,0,0,0,Yes,6.754832463,80.18852277,,,,,
Kukulegala Reservoir area,Kalutara,"A scenic reservoir surrounded by hills, perfect for a picnic or nature walk. Less crowded and rich in birdlife.",Western,Nature,1,0,0,0,0,0,Yes,6.580631551,80.32621663,,,,,
Uyanwatte Lake,Kalutara,A peaceful lake offering scenic views and occasional bird sightings. Great for a short stop or sunset visit.,Western,Nature,1,0,0,0,0,0,Yes,6.72446708,80.00586137,,,,,
Horana Rajamaha Viharaya,Kalutara,A well-known Buddhist temple in Horana with traditional architecture and local worship rituals. Open to pilgrims and visitors alike.,Western,Religious,1,0,0,0,0,0,Yes,6.720270196,80.05583339,,,,,
Sapugoda Rajamaha Viharaya,Kalutara,A lesser-known temple with a peaceful atmosphere and forest surroundings. Ideal for quiet reflection and short visits.,Western,Religious,1,0,0,0,0,0,Yes,6.501927993,79.98662235,,,,,
Lenawara Rajamaha Viharaya,Kalutara,An ancient temple with local importance and cultural relics. Surrounded by village life and greenery.,Western,Religious,1,0,0,0,0,0,Yes,6.696211995,80.03057432,,,,,
Pokunuwita Rajamaha Viharaya,Kalutara,A modest Buddhist temple in a rural setting. Offers insights into local religious customs and peaceful village life.,Western,Religious,1,0,0,0,0,0,Yes,6.724521803,80.03433291,,,,,
"Masjidul Abrar Jumma Mosque, Beruwala",Kalutara,One of the oldest mosques in Sri Lanka with significant Islamic heritage. Open to visitors during non-prayer times.,Western,Religious,1,0,0,0,0,0,Yes,6.463507349,79.9760078,,,,,
Kilinochchi War Memorial,Kilinochchi,A solemn war memorial honoring lives lost during the civil conflict. Features a partially destroyed water tank preserved as a symbol of resilience.,Northern,Historical,1,0,0,0,0,0,Yes,9.38301697,80.40879088,,,,,
Elephant Pass War Memorial,Kilinochchi,"Located at the strategic gateway to Jaffna, this site marks major battles. The area includes monuments and plaques narrating history.",Northern,Historical,1,0,0,0,0,0,Yes,9.506105657,80.40661549,,,,,
Iranamadu Tank (Reservoir),Kilinochchi,A massive irrigation reservoir providing water to vast agricultural fields. Scenic for sunset viewing and birdlife.,Northern,Nature,2,0,0,0,0,0,Yes,9.344552219,80.44311254,,,,,
Chundikkulam National Park & Lagoon,Kilinochchi,"Rich in birdlife and mangroves, this coastal park is a key wetland. Offers eco-tourism potential and untouched beauty.",Northern,Wildlife,3,1000,500,150,50,50,No,9.514357153,80.53221147,,,,,
Kilinochchi Public Library (Balu Mahendra Library),Kilinochchi,"Named after a famed filmmaker, this cinema-themed library promotes education and creativity. Features unique architecture and local media archives.",Northern,Urban,1,0,0,0,0,0,Yes,9.384994199,80.40975034,,,,,
Murukandy Pillayar Kovil,Kilinochchi,"A roadside temple for travelers, believed to bless safe journeys. Known for its peaceful ambiance and devotion.",Northern,Religious,1,0,0,0,0,0,Yes,9.306866832,80.40901307,,,,,
Pooneryn Fort,Kilinochchi,A colonial-era Portuguese and Dutch fort with coastal views. Offers a glimpse into maritime history.,Northern,Historical,1,0,0,0,0,-,Yes,9.503373347,80.21199723,,,,,
Chundikkulam Lagoon,Kilinochchi,A biodiverse coastal lagoon near Elephant Pass. Ideal for birdwatching and nature walks.,Northern,Nature,2,0,0,0,0,0,Yes,9.484263883,80.49982826,,,,,
Kandasamy Temple (Akkarayankulam),Kilinochchi,A peaceful pilgrimage spot surrounded by paddy fields. Known for annual Hindu rituals.,Northern,Religious,1,0,0,0,0,0,Yes,9.40019006,80.40872973,,,,,
Kilinochchi Central Park,Kilinochchi,"A community green space for leisure, walking, and family outings. Features monuments and seating areas.",Northern,Urban,1,0,0,0,0,0,Yes,9.383440483,80.40793904,,,,,
Mullaitivu Beach (Nearby),Kilinochchi,A quiet beach often included in Kilinochchi itineraries. Ideal for coastal relaxation and reflection.,Northern,Beach,2,0,0,0,0,0,Yes,9.271628598,80.81916298,,,,,
Pooneryn Villages & Mangrove Coasts,Kilinochchi,Explore fishing hamlets and mangrove ecosystems. Offers eco-cultural learning and photography opportunities.,Northern,Nature,2,0,0,0,0,0,Yes,9.585405426,80.0945983,,,,,
Ravana Falls,Monaragala,"Famous waterfall near Ella, known for its scenic beauty and mythological connections to Ravana.",Uva,Waterfall,1,0,0,0,0,-,Yes,6.848250319,81.05469612,,,,,
Diyaluma Falls,Monaragala,"The second highest waterfall in Sri Lanka, offering stunning views and hiking opportunities.",Uva,Waterfall,2,0,0,0,0,-,Yes,6.731971667,81.03097796,,,,,
Buduruwagala Rock Temple,Monaragala,Ancient Buddhist cave temple with large rock-carved Buddha statues dating back centuries.,Uva,Religious / Historical,1,0,0,0,0,-,Yes,6.687245931,81.07829859,,,,,
Senanayake Samudraya Reservoir,Monaragala,"Largest reservoir in Sri Lanka, popular for boating, birdwatching, and picnics.",Uva,Nature / Reservoir,2,0,0,0,0,0,Yes,7.211718266,81.53474411,,,,,
Gal Oya National Park,Monaragala,"National park offering safaris, wildlife viewing, boat rides, and forest trails.",Uva,Wildlife / Nature,4,2500,1250,300,150,150,No,7.228752395,81.47179578,,,,,
Diyakerella Falls,Monaragala,"Lesser-known waterfall surrounded by lush forest, great for nature lovers.",Uva,Waterfall,1,0,0,0,0,-,Yes,7.448527867,80.82286278,,,,,
Wewathenna,Monaragala,A rural area known for natural springs and serene village life.,Uva,Nature / Rural,1,0,0,0,0,0,Yes,7.102235439,81.05466245,,,,,
Belihuloya,Monaragala,"Nearby scenic area famous for biodiversity, hiking, and eco-tourism.",Uva,Nature / Adventure,3,0,0,0,0,0,Yes,6.716790131,80.76949009,,,,,
Kudumbigala Rock Temple,Monaragala,Historic rock cave temple with Buddhist frescoes and statues.,Uva,Religious / Historical,1,0,0,0,0,-,Yes,6.648223154,81.72395498,,,,,
Kalthota,Monaragala,Small town surrounded by natural attractions including waterfalls.,Uva,Urban / Nature,1,0,0,0,0,0,Yes,6.665806357,80.88981383,,,,,
Hingurana Reservoir,Monaragala,"Reservoir used for irrigation, with peaceful surroundings and local birdlife.",Uva,Nature / Reservoir,1,0,0,0,0,0,Yes,6.302552844,80.83283452,,,,,
Bogoda Wooden Bridge,Monaragala,Historic wooden bridge famous for traditional craftsmanship and scenic river views.,Uva,Historical,1,0,0,0,0,-,Yes,7.008200318,80.99633747,,,,,
Diyawinna Falls,Monaragala,"Small, scenic waterfall surrounded by forest, ideal for short nature trips.",Uva,Waterfall,1,0,0,0,0,-,Yes,6.592841583,80.82558188,,,,,
Suriya Arana Buddhist Monastery,Monaragala,Active monastery known for meditation and Buddhist teachings in a peaceful environment.,Uva,Religious,1,0,0,0,0,0,Yes,7.370350976,80.71384902,,,,,
Kudumbigala Cave Monastery,Monaragala,Ancient cave monastery with Buddhist relics and frescoes in a serene location.,Uva,Religious / Historical,1,200,100,50,25,25,No,6.672348173,81.74310608,,,,,
Mahiyanganaya,Monaragala,Town near the district border known for its religious sites and cultural significance.,Uva,Urban / Religious,1,0,0,0,0,0,Yes,7.32317229,80.99020216,,,,,
Kalpitiya Peninsula,Puttalam,"Famous kite surfing destination with sandy beaches, lagoons, and rich marine biodiversity.",North Western,Beach / Adventure,3,0,0,0,0,0,Yes,8.167558502,79.71670954,,,,,
Kalpitiya Beach,Puttalam,"Popular for relaxing on golden sands and water sports, also close to coral reefs.",North Western,Beach,2,0,0,0,0,0,Yes,8.249058517,79.73869848,,,,,
Mundel Lake,Puttalam,"Freshwater lake popular for birdwatching, fishing, and scenic boat rides.",North Western,Nature / Lake,2,0,0,0,0,0,Yes,7.809977872,79.79200445,,,,,
Anamaduwa Ancient Monuments,Puttalam,"Archaeological site with ruins of ancient structures, stupas, and Buddhist temples, reflecting regional history.",North Western,Historical / Cultural,2,0,0,0,0,0,Yes,7.907705947,80.00219357,,,,,
Munneswaram Temple,Puttalam,Renowned Hindu temple complex attracting thousands during festivals; rich religious heritage.,North Western,Religious,2,0,0,0,0,0,Yes,7.581052788,79.81675445,,,,,
Puttalam Lagoon,Puttalam,Large lagoon with rich aquatic life and surrounding villages practicing traditional livelihoods.,North Western,Nature / Lagoon,2,0,0,0,0,0,Yes,8.067582699,79.75468902,,,,,
Arachchikattuwa Reservoir,Puttalam,Reservoir supporting irrigation and bird habitats in the rural surroundings.,North Western,Reservoir / Nature,1,0,0,0,0,0,Yes,7.671576078,79.83908079,,,,,
Kandakuliya Temple,Puttalam,Local Hindu temple known for vibrant festivals and community gatherings.,North Western,Religious,1,0,0,0,0,0,Yes,8.215886143,79.70802875,,,,,
Kalpitiya Lagoon,Puttalam,"Coastal lagoon rich in biodiversity, ideal for boat safaris and birdwatching.",North Western,Nature / Lagoon,3,0,0,0,0,0,Yes,8.239904524,79.74700079,,,,,
Kalpitiya Mangrove Forests,Puttalam,Dense mangrove forests offering rich wildlife habitats and natural coastal protection.,North Western,Nature / Forest,2,0,0,0,0,0,Yes,8.235810272,79.76590681,,,,,
Kurunegala-Puttalam Road Scenic Views,Puttalam,Scenic route linking Kurunegala and Puttalam with rural landscapes and local village sights.,North Western,Scenic Route,2,0,0,0,0,0,Yes,7.493253326,80.36915378,,,,,
Thabbowa Salt Pans,Puttalam,Traditional salt production area with scenic views and unique coastal landscapes.,North Western,Cultural / Industrial,2,0,0,0,0,0,Yes,8.062035269,79.96331774,,,,,
Vankalai Sanctuary,Puttalam,Wetland sanctuary on the district border supporting migratory birds and local biodiversity.,Northern,Wildlife / Nature,2,0,0,0,0,0,Yes,8.932040963,79.92143934,,,,,
Koneswaram Temple,Trincomalee,Ancient Hindu temple atop Swami Rock offering panoramic sea views and deep spiritual significance.,Eastern,Religious / Historical,2,0,0,0,0,0,Yes,8.582645157,81.24537705,,,,,
Nilaveli Beach,Trincomalee,"White sandy beach known for calm waters, coral reefs, and family-friendly atmosphere.",Eastern,Beach,2,0,0,0,0,0,Yes,8.693277944,81.19519934,,,,,
Uppuveli Beach,Trincomalee,"Popular beach with golden sands and water sports, ideal for swimming and relaxation.",Eastern,Beach,2,0,0,0,0,0,Yes,8.608888964,81.21996991,,,,,
Pigeon Island National Park,Trincomalee,"Small marine national park famous for snorkeling, vibrant coral reefs, and diverse marine life.",Eastern,Nature / Marine Park,3,0,0,0,0,0,No,8.721632201,81.2037857,,,,,
Fort Frederick,Trincomalee,"Historic Dutch fort with scenic views of the harbor and coastline, reflecting colonial history.",Eastern,Historical / Fort,1,0,0,0,0,0,Yes,8.577421341,81.24327283,,,,,
Maritime and Naval Museum,Trincomalee,"Museum displaying maritime artifacts, naval history, and exhibits related to Trincomalee’s strategic port.",Eastern,Museum,1,0,0,0,0,0,Yes,8.570431698,81.23729292,,,,,
Kantalai Tank,Trincomalee,"Large ancient reservoir surrounded by lush landscapes, important for irrigation and birdlife.",Eastern,Nature / Reservoir,2,0,0,0,0,0,Yes,8.361963946,80.9905086,,,,,
Whale Watching Tours,Trincomalee,"Boat tours from Trincomalee harbor offering chances to see blue whales, dolphins, and other marine wildlife.",Eastern,Adventure / Wildlife,4,0,0,0,0,0,No,8.762673444,81.18823782,,,,,
Mudur Tank,Trincomalee,Traditional irrigation reservoir near Trincomalee supporting local agriculture and wildlife habitats.,Eastern,Nature / Reservoir,1,0,0,0,0,0,Yes,9.32299382,80.6449344,,,,,
Hawksbill Turtle Hatchery,Trincomalee,"Conservation site for endangered hawksbill turtles, focusing on breeding and protection efforts.",Eastern,Conservation / Wildlife,1,0,0,0,0,0,Yes,6.826589201,79.86349191,,,,,
Seruwila Mangala Raja Maha Viharaya,Trincomalee,Ancient Buddhist temple near Trincomalee with rich history and pilgrimage significance.,Eastern,Religious,2,0,0,0,0,0,Yes,8.370771668,81.31990287,,,,,
Kanniya Hot Springs,Trincomalee,"Group of hot springs known for therapeutic waters and spiritual legends, popular among pilgrims.",Eastern,Natural / Wellness,1,0,0,0,0,0,Yes,8.604710053,81.1713376,,,,,
Pulmoddai Beach,Trincomalee,"Beach famous for its mineral sands used in industries, with scenic coastal views.",Eastern,Beach / Industrial,1,0,0,0,0,0,Yes,8.936371566,81.00221572,,,,,
Trincomalee War Cemetery,Trincomalee,War memorial cemetery honoring Allied forces from World War II.,Eastern,Historical,1,0,0,0,0,0,Yes,8.615635286,81.2136371,,,,,
Kokkilai Lagoon,Trincomalee,"Large lagoon known for birdwatching, mangroves, and natural beauty on the district’s border.",Eastern,Nature / Lagoon,2,0,0,0,0,0,Yes,8.995327215,80.91482563,,,,,
Velgam Vihara,Trincomalee,"Ancient Buddhist archaeological site near Trincomalee, with ruins and historical significance.",Eastern,Historical / Religious,2,0,0,0,0,0,Yes,8.647293741,81.16963982,,,,,
Pulmoddai Mines,Trincomalee,"Mineral sand mining area near Pulmoddai, significant for economic activities and coastal environment.",Eastern,Industrial / Natural,1,0,0,0,0,0,No,8.946940403,80.99044419,,,,,
Elephant Rock,Trincomalee,"Natural rock formation near Nilaveli, popular for photography and sightseeing.",Eastern,Nature / Scenic,1,0,0,0,0,0,Yes,6.810079315,81.82461079,,,,,
Crocodile Rock,Trincomalee,Coastal rock formation near Nilaveli with unique geological features and coastal views.,Eastern,Nature / Scenic,1,0,0,0,0,0,Yes,6.829741649,81.8215948,,,,,
Kodikamam Murugan Temple,Vavuniya,"Hindu temple dedicated to Lord Murugan, known for colorful festivals and community worship.",Northern,Religious,1,0,0,0,0,0,Yes,9.69525126,80.00649417,,,,,
Arasadi Hindu Temple,Vavuniya,Traditional temple serving the Hindu community with spiritual activities and local festivals.,Northern,Religious,1,0,0,0,0,0,Yes,8.69503206,80.36554542,,,,,
Maruthanarmadam Forest Reserve,Vavuniya,Protected forest area near Vavuniya providing nature trails and habitat for native flora and fauna.,Northern,Nature Reserve,2,0,0,0,0,0,Yes,6.991643272,80.40441681,,,,,
Kalkudah Tank,Vavuniya,Irrigation reservoir supporting local agriculture and scenic surroundings.,Northern,Nature / Reservoir,1,0,0,0,0,0,Yes,8.287703652,80.47790673,,,,,
Kundasale Temple (nearby),Vavuniya,Nearby historic temple known for religious importance and peaceful surroundings.,Northern,Religious,1,0,0,0,0,0,Yes,7.274207415,80.68664405,,,,,
Madukanda Tank,Vavuniya,Reservoir used for irrigation and local fishing activities surrounded by natural beauty.,Northern,Nature / Reservoir,1,0,0,0,0,0,Yes,8.748469443,80.54312647,,,,,
Nedunkerni Village Trails,Vavuniya,"Rural trails around Nedunkerni village showcasing traditional lifestyles, agriculture, and nature.",Northern,Rural / Nature,2,0,0,0,0,0,Yes,6.546246266,80.07088051,,,,,
Vavuniya Public Library,Vavuniya,"Community library providing access to literature, education, and cultural resources.",Northern,Educational / Cultural,1,0,0,0,0,0,Yes,8.758188255,80.49754642,,,,,
